Mixture no.,W/CMa,Cement(kg/m3),"Water 
(KG/M3)","Fly ash  
kg/m3","Fine aggregate
 (kg/m3) ","Coarse aggregate
 (kg/m3)","Superplasticizer 
(kg/m3)",Silica Fume,Age in days,Comp strength (MPa) 
471,0.46,298,0,107,815,879,0.02,0,28,42.64
474,0.48,290,0,100,709,837,0,0,28,26.6
477,0.65,325,0,60,896,850,0.75,0,28,27.7
480,0.39,220,0,180,916,900,0.6,0,28,43
483,0.57,370,0,96,833,850,0.25,0,28,39.5
486,0.8,225,0,0,833,1113,0,0,28,17.34
489,0.4,200,0,200,842,843,0.17,0,28,34.9
492,0.5,143.6,0,174.9,844.5,942.7,0.12,0,28,15.42
495,0.54,250,0,95.69,861.17,956.86,0.02,0,28,29.22
498,0.5,144,0,175,844,943,0.13,0,28,15.42
501,0.35,322,0,138,693.81,1085.2,0,0,28,58
504,0.47,322.5,0,107.5,1135,630,0.01,0,28,43.98
507,0.65,325,0,60,898,850,0.43,0,28,35
510,0.55,250,0,160,742,837,0.5,0,28,25.3
513,0.54,212.07,0,121.62,779.32,1057.6,0.03,0,28,24.9
516,0.47,301,0,129,1135,630,0.01,0,28,44
519,0.57,325,0,0,783,1063,0,0,28,30.57
522,0.46,218.85,0,124.13,794.91,1078.7,0.05,0,28,30.22
525,0.65,325,0,60,899,850,0.43,0,28,35.3
528,0.57,370,0,96,830,850,0.62,0,28,38.8
531,0.43,170,0,200,928,900,0.5,0,28,33
534,0.32,330,0,220,700,899,0.69,0,28,60.9
537,0.5,375,0,0,758,1038,0,0,28,38.21
540,0.35,275,0,250,775,840,0.2,0,28,54.5
543,0.35,399,0,100,814,882,0.15,0,28,55
544,0.55,339,0,0,754,1060,0,0,28,31.65
545,0.6,233.81,0,94.58,852.16,947.04,0.02,0,28,22.84
546,0.43,326.5,0,137.9,792.5,801.1,0.03,0,28,38.63
547,0.45,210,0,220,768,837,0.8,0,28,26.7
548,0.69,277,0,0,856,968,0,0,28,25.97
549,0.53,350,0,0,770,1050,0,0,28,34.29
550,0.55,339.2,0,0,754.3,1069.2,0,0,28,31.9
551,0.55,339,0,0,754,1069,0,0,28,31.84
552,0.39,220,0,180,916,900,0.1,0,28,44
553,0.87,280,0,96,820,850,0.25,0,28,19.6
554,0.35,350,0,150,900,600,1,0,28,37.18
555,0.56,229.68,0,118.16,757.63,1028.1,0.03,0,28,24.54
556,0.36,237,0,133,1034,900,0.2,0,28,49
557,0.47,258,0,172,1135,630,0.01,0,28,43.18
558,0.5,150.9,0,183.9,772.2,991.2,0.08,0,28,15.57
559,0.44,295.71,0,95.64,859.2,955.14,0.03,0,28,39.94
560,0.5,151,0,184,772,991,0.08,0,28,15.57
561,0.28,300,0,300,787,720,0.33,0,28,52.7
562,0.32,220,0,330,686,881,0.62,0,28,47.5
563,0.55,250,0,95.69,857.2,948.9,0.02,0,28,27.22
564,0.43,275,0,155,827,900,0.5,0,28,48
565,0.43,277.05,0,97.39,875.61,973.9,0.04,0,28,48.28
566,0.56,229.97,0,118.31,758.59,1029.4,0.02,0,28,24.48
567,0.34,165,0,385,656,834,1,0,28,34.9
568,0.62,145,0,179,869,824,0.06,0,28,10.54
569,0.35,327,0,173,902,803,0.41,0,28,61.6
570,0.47,279.5,0,150.5,1135,630,0.01,0,28,44.34
571,0.62,145.4,0,178.9,868.7,824,0.05,0,28,10.54
572,0.41,83,0,468,624,794,1,0,28,14.64
573,0.34,325,0,325,611,777,1.18,0,28,50.07
574,0.57,376,0,0,762.36,1003.5,0,0,28,31.97
575,0.51,251.37,0,118.27,757.73,1028.4,0.02,0,28,29.65
576,0.55,250,0,160,742,837,0.5,0,28,24.1
577,0.38,250,0,160,919,837,0.5,0,28,36.3
578,0.45,290,0,220,625,837,0.2,0,28,32.9
579,0.65,296,0,0,765,1085,0,0,28,21.65
580,0.27,428,0,257,788,736,0.02,0,28,74.5
581,0.38,250,0,257,787,853,0.23,0,28,51.5
582,0.58,350,0,0,775,974,0,0,28,27.34
583,0.9,200,0,0,845,1125,0,0,28,12.25
584,0.29,183,0,160,891,837,0.01,0,28,22.1
585,0.39,220,0,180,916,900,0.35,0,28,45
586,0.47,212,0,124.78,799.54,1085.4,0.04,0,28,38.5
587,0.34,250,0,160,742,837,0.01,0,28,28.5
588,0.28,500,0,0,853,966,0.01,0,28,67.57
589,0.75,325,0,120,755,850,0.43,0,28,32.2
590,0.65,154.8,0,142.8,867.7,877.2,0.06,0,28,9.74
591,0.65,155,0,143,868,877,0.06,0,28,9.74
592,0.32,500,0,101,820,753,0.38,0,28,70.93
593,0.49,382,0,0,739,1047,0,0,28,37.42
594,0.5,150.7,0,185.3,678,1074.5,0.1,0,28,13.46
595,0.49,382.5,0,0,739.3,1047.8,0,0,28,37.44
596,0.5,151,0,185,678,1074,0.11,0,28,13.46
597,0.33,225,0,525,487,620,0.36,0,28,34.83
598,0.4,275.07,0,121.35,777.5,1053.6,0.04,0,28,51.33
599,0.55,349,0,0,809,1056,0,0,28,33.61
600,0.42,313,0,113,689,1002,0.03,0,28,36.8
601,0.42,313.3,0,113,688.7,1001.9,0.03,0,28,36.8
602,0.31,348,0,224,783,848,0.9,0,28,58.6
603,0.32,420,0,180,900,750,0.03,0,28,79.19
604,0.35,276,0,184,693.81,1085.2,0,0,28,56
605,0.3,385,0,136,768,903,0.05,0,28,55.55
606,0.48,382,0,0,739,1047,0,0,28,37.42
607,0.32,440,0,110,714,917,0.69,0,28,69.8
546,0.39,349,0,162,779,852,0.29,0,28,59.9
549,0.55,349,0,0,806,1047,0,0,28,32.72
552,0.45,477,0,53,768,668,0.09,0,28,32.19
555,0.51,212.57,0,100.39,903.79,1003.8,0.05,0,28,37.4
558,0.55,325,0,0,1042,850,0.43,0,28,41.2
561,0.47,397,0,0,734,1040,0,0,28,39.09
564,0.72,250,0,160,566,837,0.5,0,28,11
567,0.69,370,0,24,770,850,0.62,0,28,18.7
570,0.82,236,0,0,885,968,0,0,28,18.42
573,0.34,250,0,160,739,837,0,0,28,27.3
576,0.35,197,0,197,856,856,0.28,0,28,38.9
577,0.43,237,0,133,960,900,0.5,0,28,46
578,0.52,350,0,133,815,883,0.16,0,28,55.3
579,0.58,165,0,385,735,865,0.84,0,28,37.92
580,0.57,312.7,0,0,822.2,999.7,0.03,0,28,25.1
581,0.37,317,0,160,594,837,0.01,0,28,29.1
582,0.57,313,0,0,822,1000,0.03,0,28,25.1
583,0.39,350,0,90,852,923,0.3,0,28,46.5
584,0.4,313.8,0,112.6,782.9,925.3,0.03,0,28,38.46
585,0.38,380,0,20,1180,578,0.4,0,28,40.4
586,0.28,407,0,244,815,761,0.02,0,28,70.4
587,0.4,314,0,113,783,925,0.03,0,28,38.46
588,0.39,248,0,203,808,900,0.35,0,28,50
589,0.48,304.8,0,99.6,705.2,959.4,0.03,0,28,30.12
590,0.48,305,0,100,705,959,0.03,0,28,30.12
591,0.4,480,0,0,712.2,936.2,0,0,28,43.94
592,0.33,220,0,180,982,900,0.35,0,28,51
593,0.5,164,0,200,846,849,0.08,0,28,15.09
594,0.44,210,0,100,910,837,0.01,0,28,19.1
595,0.35,344,0,147,814,881,0.12,0,28,48.75
596,0.5,164.2,0,200.1,846,849.3,0.08,0,28,15.09
597,0.33,357,0,193,878,742,0.02,0,28,67.5
598,0.43,275,0,155,830,900,0.2,0,28,36
599,0.33,333,0,215,835,766,0.24,0,28,50.24
600,0.39,220,0,180,916,900,0.35,0,28,47
601,0.34,250,0,160,746,837,0.01,0,28,26.7
602,0.41,321,0,128,780,870,0.03,0,28,37.26
603,0.41,321.4,0,127.9,779.7,870.1,0.04,0,28,37.27
604,0.23,250,0,160,919,837,0.01,0,28,36.3
605,0.34,250,0,160,742,837,0.01,0,28,26.4
606,0.39,355.9,0,141.6,778.4,801.4,0.03,0,28,40.87
607,0.39,356,0,142,778,801,0.03,0,28,40.87
608,0.35,460,0,0,693.81,1085.2,0,0,28,68
609,0.4,298,0,107,784,953,0.04,0,28,35.86
610,0.39,350,0,111,831,900,0.32,0,28,61
611,0.3,485,0,0,800,1120,0,0,28,71.99
612,0.4,298.1,0,107.5,784,953.2,0.04,0,28,35.87
613,0.4,480,0,0,721,936,0,0,28,43.89
614,0.34,198,0,232,874,900,0.2,0,28,46
615,0.62,158,0,195,713,898,0.07,0,28,8.54
616,0.59,350,0,162,768,840,0.09,0,28,51.7
617,0.62,158.4,0,194.9,712.9,897.7,0.07,0,28,8.54
618,0.42,251.81,0,99.94,899.76,1006,0.05,0,28,33.94
619,0.45,249.1,0,98.75,889.01,987.76,0.05,0,28,30.85
620,0.22,210,0,220,786,837,0.01,0,28,26.7
621,0.34,275,0,275,691,880,1.25,0,28,57.9
622,0.34,250,0,160,742,837,0.01,0,28,26
623,0.55,250,0,261,478,837,0.5,0,28,17
624,0.35,161,0,241,866,864,0.3,0,28,35.8
625,0.35,300,0,200,923,663,0.7,0,28,54.69
626,0.3,540,0,0,676,1055,0,0,28,61.89
627,0.26,290,0,220,625,837,0,0,28,32.9
628,0.36,525,0,0,613,1125,0,0,28,55.94
629,0.41,213.5,0,174.24,771.9,1043.6,0.05,0,28,44.64
630,0.41,465,0,85,910,590,0.02,0,28,35.19
631,0.34,250,0,275,842,772,0.23,0,28,39.62
632,0.65,210,0,220,562,837,0.2,0,28,10.2
633,0.47,397,0,0,734,1040,0,0,28,36.94
634,0.35,368,0,92,693.81,1085.2,0,0,28,66
635,0.41,465,0,85,910,590,0.97,0,28,35.19
636,0.34,250,0,160,742,837,0.01,0,28,25.3
637,0.34,520,0,0,805,870,0.01,0,28,51.02
638,0.4,213.5,0,174.24,775.48,1052.3,0.05,0,28,45.94
639,0.39,193,0,158,1024,900,0.35,0,28,44
640,0.34,437,0,80,743,924,0.43,0,28,69.7
641,0.3,500,0,0,655,1033,0.02,0,28,69.84
642,0.54,336.5,0,0,816.8,985.8,0.01,0,28,44.87
643,0.54,336,0,0,817,986,0.01,0,28,44.86
644,0.39,220,0,180,916,900,0.35,0,28,49
645,0.39,246.83,0,125.08,800.89,1086.8,0.05,0,28,52.5
646,0.39,220,0,180,916,900,0.12,0,28,49
647,0.48,385,0,0,763,966,0,0,28,31.35
648,0.33,540,0,60,900,750,0.02,0,28,78.05
649,0.45,322.2,0,115.6,813.4,817.9,0.03,0,28,31.18
650,0.45,322,0,116,813,818,0.03,0,28,31.18
651,0.34,250,0,160,742,837,0.01,0,28,24.1
652,0.43,290.35,0,96.18,865,961.18,0.03,0,28,34.74
653,0.42,252.31,0,98.75,889.01,987.76,0.06,0,28,50.6
654,0.35,380,0,145,988,659,0.28,0,28,65.5
655,0.47,344,0,86,1135,630,0.01,0,28,50.6
656,0.27,438,0,263,774,723,0.02,0,28,69.5
657,0.35,380,0,192,931,621,0.21,0,28,67.8
658,0.33,412,0,138,887,752,0.02,0,28,73.4
659,0.33,350,0,186,786,851,0.22,0,28,70.4
660,0.35,375,0,125,938,673,0.7,0,28,60.8
100%OPC,0.31,587.5,188,0,796.33,837,15.28,0,7,50.93
100%OPC,0.31,587.5,188,0,796.33,837,15.28,0,28,82.39
75%PC-25%FA,0.31,440.62,188,146.88,734.5,837,11.75,0,7,42.82
75%PC-25%FA,0.31,440.62,188,146.88,734.5,837,11.75,0,28,54.23
65%PC-25%FA-10%SF,0.31,381.88,188,146.88,713.38,837,14.69,58.75,7,49.36
65%PC-25%FA-10%SF,0.31,381.88,188,146.88,713.38,837,14.69,58.75,28,77.94
50%PC-40%FA-10%SF,0.31,293.75,188,235,675.75,837,15.86,58.75,7,51.32
50%PC-40%FA-10%SF,0.31,293.75,188,235,675.75,837,15.86,58.75,28,78.96
40%PC-50%FA-10%SF,0.31,235,188,293.75,651.37,837,15.69,58.75,7,78.31
40%PC-50%FA-10%SF,0.31,235,188,293.75,651.37,837,15.69,58.75,28,87.06
25%PC-65%FA-10%SF,0.31,146.88,188,381.88,614.27,837,16.16,58.75,7,71.23
25%PC-65%FA-10%SF,0.31,146.88,188,381.88,614.27,837,16.16,58.75,28,81.64
Ref-1(OPC),0.33,550,181.5,0,970,722,7.7,0,7,39
Ref-1(OPC),0.33,550,181.5,0,970,722,7.7,0,28,55
Ref-1(OPC),0.33,550,181.5,0,970,722,7.7,0,90,55.55
Ref-1(OPC),0.33,550,181.5,0,970,722,7.7,0,180,56
REf-2(SF5),0.33,522.5,181.5,0,970,722,7.837,27.5,7,44
REf-2(SF5),0.33,522.5,181.5,0,970,722,7.837,27.5,28,58
REf-2(SF5),0.33,522.5,181.5,0,970,722,7.837,27.5,90,60
REf-2(SF5),0.33,522.5,181.5,0,970,722,7.837,27.5,180,60
WMS10,0.33,467.5,181.5,0,970,722,5.142,27.5,7,46
WMS10,0.33,467.5,181.5,0,970,722,5.142,27.5,28,60
WMS10,0.33,467.5,181.5,0,970,722,5.142,27.5,90,61
WMS10,0.33,467.5,181.5,0,970,722,5.142,27.5,180,62
WMS20,0.33,412.5,181.5,0,970,722,3.712,27.5,7,38
WMS20,0.33,412.5,181.5,0,970,722,3.712,27.5,28,52
WMS20,0.33,412.5,181.5,0,970,722,3.712,27.5,90,53
WMS20,0.33,412.5,181.5,0,970,722,3.712,27.5,180,55
WMS30,0.33,357.5,181.5,0,970,722,2.323,27.5,7,37
WMS30,0.33,357.5,181.5,0,970,722,2.323,27.5,28,44
WMS30,0.33,357.5,181.5,0,970,722,2.323,27.5,90,49
WMS30,0.33,357.5,181.5,0,970,722,2.323,27.5,180,50
FA15,0.33,440,181.5,82.5,970,722,2.64,27.5,7,48
FA15,0.33,440,181.5,82.5,970,722,2.64,27.5,28,54
FA15,0.33,440,181.5,82.5,970,722,2.64,27.5,90,60
FA15,0.33,440,181.5,82.5,970,722,2.64,27.5,180,64
FA15WMS10,0.33,385,181.5,82.5,970,722,1.347,27.5,7,49
FA15WMS10,0.33,385,181.5,82.5,970,722,1.347,27.5,28,62
FA15WMS10,0.33,385,181.5,82.5,970,722,1.347,27.5,90,64
FA15WMS10,0.33,385,181.5,82.5,970,722,1.347,27.5,180,62
FA15WMS20,0.33,330,181.5,82.5,970,722,0.99,27.5,7,39
FA15WMS20,0.33,330,181.5,82.5,970,722,0.99,27.5,28,44
FA15WMS20,0.33,330,181.5,82.5,970,722,0.99,27.5,90,48
FA15WMS20,0.33,330,181.5,82.5,970,722,0.99,27.5,180,54
FA15WMS30,0.33,275,181.5,82.5,970,722,0.907,27.5,7,34
FA15WMS30,0.33,275,181.5,82.5,970,722,0.907,27.5,28,44
FA15WMS30,0.33,275,181.5,82.5,970,722,0.907,27.5,90,46
FA15WMS30,0.33,275,181.5,82.5,970,722,0.907,27.5,180,49
FA25,0.33,385,181.5,137.5,970,722,1.155,27.5,7,42
FA25,0.33,385,181.5,137.5,970,722,1.155,27.5,28,52
FA25,0.33,385,181.5,137.5,970,722,1.155,27.5,90,54
FA25,0.33,385,181.5,137.5,970,722,1.155,27.5,180,63
FA25WMS10,0.33,330,181.5,137.5,970,722,0.825,27.5,7,42
FA25WMS10,0.33,330,181.5,137.5,970,722,0.825,27.5,28,49
FA25WMS10,0.33,330,181.5,137.5,970,722,0.825,27.5,90,52
FA25WMS10,0.33,330,181.5,137.5,970,722,0.825,27.5,180,61
FA25WMS20,0.33,275,181.5,137.5,970,722,0.55,27.5,7,29
FA25WMS20,0.33,275,181.5,137.5,970,722,0.55,27.5,28,43
FA25WMS20,0.33,275,181.5,137.5,970,722,0.55,27.5,90,45
FA25WMS20,0.33,275,181.5,137.5,970,722,0.55,27.5,180,50
FA25WMS30,0.33,220,181.5,137.5,970,722,0.55,27.5,7,28
FA25WMS30,0.33,220,181.5,137.5,970,722,0.55,27.5,28,43
FA25WMS30,0.33,220,181.5,137.5,970,722,0.55,27.5,90,44
FA25WMS30,0.33,220,181.5,137.5,970,722,0.55,27.5,180,43
FA35,0.33,330,181.5,192.5,970,722,0.72,27.5,7,39
FA35,0.33,330,181.5,192.5,970,722,0.72,27.5,28,43
FA35,0.33,330,181.5,192.5,970,722,0.72,27.5,90,56
FA35,0.33,330,181.5,192.5,970,722,0.72,27.5,180,58
FA35WMS10,0.33,275,181.5,192.5,970,722,0.55,27.5,7,38
FA35WMS10,0.33,275,181.5,192.5,970,722,0.55,27.5,28,47
FA35WMS10,0.33,275,181.5,192.5,970,722,0.55,27.5,90,51
FA35WMS10,0.33,275,181.5,192.5,970,722,0.55,27.5,180,52
FA35WMS20,0.33,220,181.5,192.5,970,722,0.418,27.5,7,30
FA35WMS20,0.33,220,181.5,192.5,970,722,0.418,27.5,28,42
FA35WMS20,0.33,220,181.5,192.5,970,722,0.418,27.5,90,46
FA35WMS20,0.33,220,181.5,192.5,970,722,0.418,27.5,180,50
0%(control),0.35,0,175,0,967,694,8,0,28,79
5%SF,0.35,0,175,0,958,687,8,25,28,79
10%SF,0.35,0,175,0,954,685,9,50,28,81
15%SF,0.35,0,175,0,948,681,10,75,28,86
25%FA,0.35,125,175,125,938,673,7.5,0,28,61
40%FA,0.35,200,175,200,923,663,7.5,0,28,55
55%FA,0.35,275,175,275,908,652,7.5,0,28,41
CM,0.33,175,0,175,907,763,7.8,0,28,31.11
RFM1,0.33,175,0,175,907,763,7.8,0,28,32.02
RFM2,0.33,175,0,175,907,763,7.8,0,28,33.56
RFM3,0.33,175,0,175,907,763,7.8,0,28,34.78
RFM4,0.33,175,0,175,907,763,7.8,0,28,29.47
0-0,0.35,0,182,0,785,0,4.02,0,28,53.45
50-0,0.35,0,182,0,785,416.4,4.16,0,28,46.54
50-50-1,0.35,260,182,260,785,416.4,5.72,0,28,18.04
50-50-2,0.35,130,182,130,785,416.4,5.43,0,28,33.51
50-50-3,0.35,104,182,104,785,416.4,6.76,52,28,40.31
50-75-1,0.35,390,182,390,785,416.4,5.94,0,28,7.17
50-75-2,0.35,195,182,195,785,416.4,4.68,0,28,19.66
50-75-3,0.35,156,182,156,785,416.4,6.8,78,28,35.54
100-0,0.35,0,182,0,785,832,4.72,0,28,43.89
100-50-1,0.35,260,182,260,785,832,4.78,0,28,21
100-50-2,0.35,130,182,130,785,832,5.67,0,28,38.38
100-50-3,0.35,104,182,104,785,832,6.86,52,28,49.44
100-75-1,0.35,390,182,390,785,832,7.4,0,28,13.64
100-75-2,0.35,195,182,195,785,832,7.28,0,28,30.84
100-75-3,0.35,156,182,156,785,832,7.57,78,28,42.75
100-0,0.4,0,182,0,785,832,3.19,0,28,29.81
100-75-1,0.4,341.25,182,341.25,785,832,4.01,0,28,13.89
100-75-2,0.4,170.63,182,170.63,785,832,1.37,0,28,18.35
100-75-3,0.4,136.5,182,136.5,785,832,3.19,68.3,28,26.23
100-0,0.45,0,182,0,785,832,2.83,0,28,19.75
100-75-1,0.45,303,182,303,785,832,3.2,0,28,9.63
100-75-2,0.45,151.5,182,151.5,785,832,1.21,0,28,12.07
100-75-3,0.45,121.2,182,121.2,785,832,3.63,60.6,28,18.86
0% Fly ash,0.32,512,163.7,0,581.76,1093.65,0,0,7,49.57
0% Fly ash,0.32,512,163.7,0,581.76,1093.65,0,0,14,53.67
0% Fly ash,0.32,512,163.7,0,581.76,1093.65,0,0,28,64.63
5%,0.32,486.4,163.7,25.6,581.76,1093.65,0,0,7,48.33
5%,0.32,486.4,163.7,25.6,581.76,1093.65,0,0,14,52.4
5%,0.32,486.4,163.7,25.6,581.76,1093.65,0,0,28,66.23
10%,0.32,460.8,163.7,51.2,581.76,1093.65,0,0,7,46.53
10%,0.32,460.8,163.7,51.2,581.76,1093.65,0,0,14,51.4
10%,0.32,460.8,163.7,51.2,581.76,1093.65,0,0,28,67.2
15%,0.32,435.2,163.7,76.8,581.76,1093.65,0,0,7,44.23
15%,0.32,435.2,163.7,76.8,581.76,1093.65,0,0,14,49.2
15%,0.32,435.2,163.7,76.8,581.76,1093.65,0,0,28,64.1
20%,0.32,409.6,163.7,102.4,581.76,1093.65,0,0,7,44.23
20%,0.32,409.6,163.7,102.4,581.76,1093.65,0,0,14,49.1
20%,0.32,409.6,163.7,102.4,581.76,1093.65,0,0,28,64.17
25%,0.32,384,163.7,128,581.76,1093.65,0,0,7,37.5
25%,0.32,384,163.7,128,581.76,1093.65,0,0,14,43.47
25%,0.32,384,163.7,128,581.76,1093.65,0,0,28,59.23
30%,0.32,358.4,163.7,153.6,581.76,1093.65,0,0,7,35.33
30%,0.32,358.4,163.7,153.6,581.76,1093.65,0,0,14,40.37
30%,0.32,358.4,163.7,153.6,581.76,1093.65,0,0,28,54.27
C500,1.3,500,200,0,870,880,13,0,3,35
C500,1.3,500,200,0,870,880,13,0,28,40.9
C500,1.3,500,200,0,870,880,13,0,90,63
NVC,1.8,300,180,0,1053,867,7.8,0,3,17.3
NVC,1.8,300,180,0,1053,867,7.8,0,28,32.1
NVC,1.8,300,180,0,1053,867,7.8,0,90,34.9
B500.FA,0.9,200,170,300,870,880,9,0,3,11.6
B500.FA,0.9,200,170,300,870,880,9,0,28,37.5
B500.FA,0.9,200,170,300,870,880,9,0,90,37.5
B500.FAHL,0.9,200,170,300,870,880,9.6,0,3,14.3
B500.FAHL,0.9,200,170,300,870,880,9.6,0,28,63
B500.FAHL,0.9,200,170,300,870,880,9.6,0,90,58.3
B500.FAM,0.9,150,170,250,870,880,9.6,0,3,10.3
B500.FAM,0.9,150,170,250,870,880,9.6,0,28,32.6
B500.FAM,0.9,150,170,250,870,880,9.6,0,90,38.3
B500.FAMHL,0.9,150,170,250,870,880,12.3,0,3,12.1
B500.FAMHL,0.9,150,170,250,870,880,12.3,0,28,40
B500.FAMHL,0.9,150,170,250,870,880,12.3,0,90,46.5
B400.FA,0.9,160,140,240,1034,916,12.4,0,3,10.2
B400.FA,0.9,160,140,240,1034,916,12.4,0,28,27
B400.FA,0.9,160,140,240,1034,916,12.4,0,90,45.3
B400.FAHL,0.9,160,140,240,1034,916,12.4,0,3,7.2
B400.FAHL,0.9,160,140,240,1034,916,12.4,0,28,28.6
B400.FAHL,0.9,160,140,240,1034,916,12.4,0,90,37.2
B400.FAM,0.9,120,140,200,1034,916,13.5,0,3,7.5
B400.FAM,0.9,120,140,200,1034,916,13.5,0,28,33.5
B400.FAM,0.9,120,140,200,1034,916,13.5,0,90,33.5
B400.FAMHL,0.9,120,140,200,1034,916,13.5,0,3,33.5
B400.FAMHL,0.9,120,140,200,1034,916,13.5,0,28,28
B400.FAMHL,0.9,120,140,200,1034,916,13.5,0,90,28
